,Id,text,class,cleaned_text,bag_of_words,,,,
337,tweet_0338,RT @David_Ornstein: 🚨 West Brom reignite talks to sign Ainsley Maitland-Niles on straight loan — deal should get done. #WBA looked out yesterday as 23yo targeted Leicester & Arsenal favoured Southampton. But #AFC won’t send to rival + AMN didn’t want #SAINTSFC @TheAthleticUK https://t.co/TjiWVIiREH,0, david_ornstein 🚨 west brom reignite talks to sign ainsley maitland-niles on straight loan — deal should get done. wba looked out yesterday as 23yo targeted leicester & arsenal favoured southampton. but afc won’t send to rival + amn didn’t want saintsfc theathleticuk ,"['  ', 'david_ornstein', '🚨', 'west', 'brom', 'reignite', 'talk', 'sign', 'ainsley', 'maitland', 'nile', 'straight', 'loan', 'deal', 'wba', 'look', 'yesterday', '23yo', 'target', 'leicester', 'arsenal', 'favour', 'southampton', 'afc', 'wo', 'send', 'rival', '+', 'amn', 'want', 'saintsfc', 'theathleticuk']",,,,
340,tweet_0341,"RT @naimohammed94: @HIASrefugees 4to9years of waiting resettlement means: Destroying dreams, Unknown future, Despirate children, Lost souls, Families at risk, No humanity, Doubts in safety, Instability, All these feelings,Iraqi asylum seekers&refugees(in Turkey) are still living in ,for waiting resettlement.",0," naimohammed94 hiasrefugees 4to9years of waiting resettlement means destroying dreams, unknown future, despirate children, lost souls, families at risk, no humanity, doubts in safety, instability, all these feelings,iraqi asylum seekers&refugees(in turkey) are still living in ,for waiting resettlement.","['  ', 'naimohammed94', 'hiasrefugee', '4to9year', 'wait', 'resettlement', 'mean', 'destroy', 'dream', 'unknown', 'future', 'despirate', 'child', 'lose', 'soul', 'family', 'risk', 'humanity', 'doubt', 'safety', 'instability', 'feeling', 'iraqi', 'asylum', 'seekers&refugees(in', 'turkey', 'live', 'wait', 'resettlement']",,,,
341,tweet_0342,RT @chrispaddie: I am also pleased to announce that Longview has been designated a COVID-19 vaccination hub to bring greater access to at-risk East Texans. https://t.co/WTOsPgohWM,0, chrispaddie i am also pleased to announce that longview has been designated a covid-19 vaccination hub to bring greater access to at-risk east texans. ,"['  ', 'chrispaddie', 'pleased', 'announce', 'longview', 'designate', 'covid-19', 'vaccination', 'hub', 'bring', 'great', 'access', 'risk', 'east', 'texans']",,,,
344,tweet_0345,"RT @economics: Ethiopia may approach private creditors for debt talks after it reviews liabilities with official lenders, amid security risks that are adding to investors’ worries https://t.co/ZStAioBaLS",0," economics ethiopia may approach private creditors for debt talks after it reviews liabilities with official lenders, amid security risks that are adding to investors’ worries ","['  ', 'economics', 'ethiopia', 'approach', 'private', 'creditor', 'debt', 'talk', 'review', 'liability', 'official', 'lender', 'amid', 'security', 'risk', 'add', 'investor', 'worry']",,,,
346,tweet_0347,@tetescherry Definitely sounds like they’re banking on vaccines ‘cause you know the economy is more important than anything else 🙃,0, tetescherry definitely sounds like they’re banking on vaccines ‘cause you know the economy is more important than anything else 🙃,"['  ', 'tetescherry', 'definitely', 'sound', 'like', 'bank', 'vaccine', 'cause', 'know', 'economy', 'important', '🙃']",,,,
347,tweet_0348,"Check out Risk Onyx Edition, Sealed, collector board game, Brand new! #Hasbro https://t.co/qJq6BGZihY via @eBay",0,"check out risk onyx edition, sealed, collector board game, brand new! hasbro ","['check', 'risk', 'onyx', 'edition', 'seal', 'collector', 'board', 'game', 'brand', 'new', 'hasbro']",,,,
348,tweet_0349,"@EastSceptic @BBCNews How can you prove that gyms aren't a Covid risk? Everywhere technically is a Covid risk. Going to the shop is a Covid risk. In laymen's terms, just for you, NOTHING is Covid safe. Sure enough physical and mental well-being is pertinent to being well, but there's other means (1/2)",0," eastsceptic bbcnews how can you prove that gyms aren't a covid risk? everywhere technically is a covid risk. going to the shop is a covid risk. in laymen's terms, just for you, nothing is covid safe. sure enough physical and mental well-being is pertinent to being well, but there's other means (1/2)","['  ', 'eastsceptic', 'bbcnew', 'prove', 'gym', 'covid', 'risk', 'technically', 'covid', 'risk', 'go', 'shop', 'covid', 'risk', 'layman', 'term', 'covid', 'safe', 'sure', 'physical', 'mental', 'pertinent', 'mean', '1/2']",,,,
349,tweet_0350,"@WiredUK Why would there be a need for social distancing, masks etc when all the vulnerable age groups are vaccinated? Sure, Covid will still circulate amongst the young but at a much lower risk to people’s health. Surely that is how we gain herd immunity.",0," wireduk why would there be a need for social distancing, masks etc when all the vulnerable age groups are vaccinated? sure, covid will still circulate amongst the young but at a much lower risk to people’s health. surely that is how we gain herd immunity.","['  ', 'wireduk', 'need', 'social', 'distancing', 'mask', 'etc', 'vulnerable', 'age', 'group', 'vaccinate', 'sure', 'covid', 'circulate', 'young', 'low', 'risk', 'people', 'health', 'surely', 'gain', 'herd', 'immunity']",,,,
350,tweet_0351,RT @gregggonsalves: And this puts the lives of those most at risk of death in jeopardy. 5/ https://t.co/Lv2VimTizx,0, gregggonsalves and this puts the lives of those most at risk of death in jeopardy. 5/ ,"['  ', 'gregggonsalve', 'put', 'life', 'risk', 'death', 'jeopardy', '5/']",,,,
351,tweet_0352,RT @AnissaB63824658: Great Reward comes from Great Risk! https://t.co/t8eUHj6uPU #businessowners #hradvisor #hrconsultant #resumeservice #businesscoach #careercoach #entrepreneurs #anissabrown https://t.co/1cWuGbaPc7,0, anissab63824658 great reward comes from great risk! ,"['  ', 'anissab63824658', 'great', 'reward', 'come', 'great', 'risk']",,,,
355,tweet_0356,RT @CCTakato: @DemonSlayerUSA @airzach @AbbyTrott @AleksLeVO @BrycePapenbrook @mpwhitten @McMovieMan Please people in the replies don’t risk your health to go see this. Japan had to do a new state of emergency because of rising numbers of COVID-19 and now the final Evangelion movie is delayed. We’re still in the middle of a raging pandemic.,0, cctakato demonslayerusa airzach abbytrott alekslevo brycepapenbrook mpwhitten mcmovieman please people in the replies don’t risk your health to go see this. japan had to do a new state of emergency because of rising numbers of covid-19 and now the final evangelion movie is delayed. we’re still in the middle of a raging pandemic.,"['  ', 'cctakato', 'demonslayerusa', 'airzach', 'abbytrott', 'alekslevo', 'brycepapenbrook', 'mpwhitten', 'mcmovieman', 'people', 'reply', 'risk', 'health', 'japan', 'new', 'state', 'emergency', 'rise', 'number', 'covid-19', 'final', 'evangelion', 'movie', 'delay', 'middle', 'rage', 'pandemic']",,,,
361,tweet_0362,"RT @joelshooterfoot: Loan recalls in January are always a kick in the teeth, but having it done on deadline day with no time to get a replacement is particularly rubbish. Very shoddy from Burnley. Hope they get relegated. All Fulham aren’t we. https://t.co/38A0b7oIyU",0," joelshooterfoot loan recalls in january are always a kick in the teeth, but having it done on deadline day with no time to get a replacement is particularly rubbish. very shoddy from burnley. hope they get relegated. all fulham aren’t we. ","['  ', 'joelshooterfoot', 'loan', 'recall', 'january', 'kick', 'tooth', 'have', 'deadline', 'day', 'time', 'replacement', 'particularly', 'rubbish', 'shoddy', 'burnley', 'hope', 'relegate', 'fulham']",,,,
362,tweet_0363,the pharmacist recommended not to take my medication on a empty stomach as it not risk an stomachache or nausea/vomiting and what did i do? not listen,0,the pharmacist recommended not to take my medication on a empty stomach as it not risk an stomachache or nausea/vomiting and what did i do? not listen,"['pharmacist', 'recommend', 'medication', 'stomach', 'risk', 'stomachache', 'nausea', 'vomiting', 'listen']",,,,
363,tweet_0364,"@antonyslumbers @iamtoosh @latticecut @fuzzydaniel Even new challengers run the risk of building new solutions that are anchored in old business models and ending up in the void between substantial but declining revenue streams, and true emerging use cases, products, and opportunities.",0," antonyslumbers iamtoosh latticecut fuzzydaniel even new challengers run the risk of building new solutions that are anchored in old business models and ending up in the void between substantial but declining revenue streams, and true emerging use cases, products, and opportunities.","['  ', 'antonyslumber', 'iamtoosh', 'latticecut', 'fuzzydaniel', 'new', 'challenger', 'run', 'risk', 'build', 'new', 'solution', 'anchor', 'old', 'business', 'model', 'end', 'void', 'substantial', 'decline', 'revenue', 'stream', 'true', 'emerge', 'use', 'case', 'product', 'opportunity']",,,,
364,tweet_0365,RT @passiton_values: || Don’t miss your chance by not taking a risk. || #Bravery #PassItOn . . . #courage #strength #goals #determination #optimism #mondaymotivation #instalike #quoteoftheday https://t.co/T1sI7Y1bhR,0, passiton_values || don’t miss your chance by not taking a risk. || bravery passiton . . . courage strength goals determination optimism mondaymotivation instalike quoteoftheday ,"['  ', 'passiton_value', '||', 'miss', 'chance', 'take', 'risk', '||', 'bravery', 'passiton', 'courage', 'strength', 'goal', 'determination', 'optimism', 'mondaymotivation', 'instalike', 'quoteoftheday']",,,,
367,tweet_0368,@GokuAhki Deadass ready to risk some life,0, gokuahki deadass ready to risk some life,"['  ', 'gokuahki', 'deadass', 'ready', 'risk', 'life']",,,,
368,tweet_0369,"@dr_pete @Affirm Yeah, I have been pretty disappointed with @Sofi recently. We made a savings account for vacations and stuff and then at 2:30AM they randomly closed out our account for no reason. Seems like whether it's old finance or fintech everyone is still trying to scam you.",0," dr_pete affirm yeah, i have been pretty disappointed with sofi recently. we made a savings account for vacations and stuff and then at 2 30am they randomly closed out our account for no reason. seems like whether it's old finance or fintech everyone is still trying to scam you.","['  ', 'dr_pete', 'affirm', 'yeah', 'pretty', 'disappointed', 'sofi', 'recently', 'saving', 'account', 'vacation', 'stuff', '2', '30am', 'randomly', 'close', 'account', 'reason', 'like', 'old', 'finance', 'fintech', 'try', 'scam']",,,,
372,tweet_0373,"RT @EmanuelDerman: Comment: A risk-neutral probability is NOT really a probability at all. It's the price you pay for a bet on some future contingency that pays you $1, discounted to the present ... 1/2 https://t.co/6kyMs9VEGG via @bopinion",0," emanuelderman comment a risk-neutral probability is not really a probability at all. it's the price you pay for a bet on some future contingency that pays you $1, discounted to the present ... 1/2 ","['  ', 'emanuelderman', 'comment', 'risk', 'neutral', 'probability', 'probability', 'price', 'pay', 'bet', 'future', 'contingency', 'pay', '$', '1', 'discount', 'present', '1/2']",,,,
374,tweet_0375,"RT @thameralsheikh4: @HIASrefugees 4to9years of waiting resettlement means: Destroying dreams, Unknown future, Despirate children, Lost souls, Families at risk, No humanity, Doubts in safety, Instability, All these feelings,Iraqi asylum seekers&refugees(in Turkey) are still living in ,for waiting resettlement.",0," thameralsheikh4 hiasrefugees 4to9years of waiting resettlement means destroying dreams, unknown future, despirate children, lost souls, families at risk, no humanity, doubts in safety, instability, all these feelings,iraqi asylum seekers&refugees(in turkey) are still living in ,for waiting resettlement.","['  ', 'thameralsheikh4', 'hiasrefugee', '4to9year', 'wait', 'resettlement', 'mean', 'destroy', 'dream', 'unknown', 'future', 'despirate', 'child', 'lose', 'soul', 'family', 'risk', 'humanity', 'doubt', 'safety', 'instability', 'feeling', 'iraqi', 'asylum', 'seekers&refugees(in', 'turkey', 'live', 'wait', 'resettlement']",,,,
377,tweet_0378,"RT @HHSGov: Are you wearing your #mask correctly 😷🤔? If your mask isn’t covering your mouth AND nose, then you still risk being exposed to #COVID19. Get the facts from @CDCgov: https://t.co/tPJ8xB1GOH. https://t.co/7IXFnzExK9",0," hhsgov are you wearing your mask correctly 😷🤔? if your mask isn’t covering your mouth and nose, then you still risk being exposed to covid19. get the facts from cdcgov ","['  ', 'hhsgov', 'wear', 'mask', 'correctly', '😷', '🤔', 'mask', 'cover', 'mouth', 'nose', 'risk', 'expose', 'covid19', 'fact', 'cdcgov']",,,,
